country,continent,site_name,pop_den,month_start,year_start,month_end,year_end,examined,pf_pos,pf_pr,pf_pa,method,gdpvl,Roq1,Roq2,Roq3,Roq4,R0G0qt1,permissions_info,source_id1,title1,citation1,source_id2,title2,citation2
Malawi,Africa,Chinkole,387.2,4,2009,4,2009,52,32,0.6154,1,RDT,1023.05,0.607,0.241,0.8,0.819,0.949,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Chiwalo,46.04,4,2009,4,2009,62,31,0.5,1,RDT,1023.05,0.992,0.859,0.544,0.519,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Davide,94.52,4,2009,4,2009,54,15,0.2778,1,RDT,589.09,0.996,0.955,0.419,0.494,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Kalungama,64.13,4,2009,4,2009,46,19,0.413,1,RDT,1023.05,0.992,0.908,0.445,0.569,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Kamekete,406.43,4,2009,4,2009,55,29,0.5273,1,RDT,1023.05,1,0.894,0.494,0.669,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Makoka,187.32,4,2009,4,2009,40,20,0.5,1,RDT,1023.05,0.992,0.908,0.445,0.569,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Mazanduwa,157.47,4,2009,4,2009,65,45,0.6923,1,RDT,1023.05,0.992,0.921,0.419,0.569,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Mgona,109.34,4,2009,4,2009,57,13,0.2281,1,RDT,484.59,0.711,0.269,0.819,0.837,0.975,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Mtanda,15.99,4,2009,4,2009,69,46,0.6667,1,RDT,1023.05,0.943,0.921,0.299,0.394,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Ndindi,343.57,4,2009,4,2009,68,44,0.6471,1,RDT,1023.05,1,0.877,0.494,0.669,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Nkhoma,194.26,4,2009,4,2009,44,28,0.6364,1,RDT,1023.05,1,0.921,0.494,0.669,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Nkwazi,201.28,4,2009,4,2009,54,16,0.2963,1,RDT,1023.05,0.661,0.324,0.78,0.8,0.966,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Ambali,898.04,4,2010,4,2010,42,23,0.5476,1,RDT,1060.75,0.996,0.877,0.544,0.569,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Chapola,471.11,4,2010,4,2010,47,31,0.6596,1,RDT,1060.75,0.889,0.996,0.099,0.209,0.994,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Chinkole,400.14,4,2010,4,2010,52,14,0.2692,1,RDT,1060.75,0.607,0.241,0.8,0.819,0.949,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Chiwalo,54.01,4,2010,4,2010,57,36,0.6316,1,RDT,1060.75,0.992,0.859,0.544,0.519,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Davide,107.35,4,2010,4,2010,48,5,0.1042,1,RDT,611.07,0.996,0.955,0.419,0.494,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Kalungama,78.96,4,2010,4,2010,46,13,0.2826,1,RDT,1060.75,0.992,0.908,0.445,0.569,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Kamekete,498.12,4,2010,4,2010,36,12,0.3333,1,RDT,1060.75,1,0.894,0.494,0.669,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Makoka,230.63,4,2010,4,2010,50,18,0.36,1,RDT,1060.75,0.992,0.908,0.445,0.569,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Mazanduwa,173.38,4,2010,4,2010,46,19,0.413,1,RDT,1060.75,0.992,0.921,0.419,0.569,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Mgona,128.42,4,2010,4,2010,48,4,0.0833,1,RDT,502.67,0.711,0.269,0.819,0.837,0.975,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Mtanda,19.69,4,2010,4,2010,60,30,0.5,1,RDT,1060.75,0.943,0.921,0.299,0.394,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Ndindi,391.94,4,2010,4,2010,47,27,0.5745,1,RDT,1060.75,1,0.877,0.494,0.669,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Nkhoma,229.37,4,2010,4,2010,36,29,0.8056,1,RDT,1060.75,1,0.921,0.494,0.669,1,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,Nkwazi,226.82,4,2010,4,2010,63,7,0.1111,1,RDT,1060.75,0.661,0.324,0.78,0.8,0.966,NA,6198,Impact of pyrethroid resistance on operational malaria control in Malawi.,"Wondji, CS, Coleman, M, Kleinschmidt, I, Mzilahowa, T, Irving, H, Ndula, M, Rehman, A, Morgan, J, Barnes, KG and Hemingway, J (2012).  <b>Impact of pyrethroid resistance on operational malaria control in Malawi.</b> <i>Proceedings of the National Academy of Sciences of the United States of America</i>, <b>109</b>(47):19063-70",NA,,
Malawi,Africa,GOLOGOTA,283.55,4,2011,4,2011,63,35,0.5556,1,Microscopy,1078.86,0.544,0.669,0,0,0.954,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,LIKHUBULA,312.15,4,2011,4,2011,61,36,0.5902,1,Microscopy,1078.86,0.69,0.78,0,0,0.97,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MILOLA,295.89,4,2011,4,2011,60,43,0.7167,1,Microscopy,1078.86,0.69,0.78,0,0,0.97,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MLOMBA,358.77,4,2011,4,2011,22,16,0.7273,1,Microscopy,1078.86,0.544,0.669,0,0,0.954,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,NSALA,404.95,4,2011,4,2011,60,40,0.6667,1,Microscopy,1078.86,0.544,0.669,0,0,0.954,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,SENJERE,531.37,4,2011,4,2011,57,36,0.6316,1,Microscopy,1078.86,0.544,0.669,0,0,0.954,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,THONDWE,336.53,4,2011,4,2011,57,28,0.4912,1,Microscopy,1078.86,0.544,0.669,0,0,0.954,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,BISHOP MACKENZIE,473.18,5,2011,5,2011,62,52,0.8387,1,Microscopy,1078.86,0.445,0.714,0.019,0,0.941,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,CHANDA,336.26,5,2011,5,2011,49,16,0.3265,1,Microscopy,1078.86,0.78,0.997,0.645,0,0.981,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,CHIKALA,506.27,5,2011,5,2011,55,28,0.5091,1,Microscopy,1078.86,0.419,0.69,0.019,0,0.937,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,CHIKOMWE,303.05,5,2011,5,2011,58,25,0.431,1,Microscopy,1078.86,0.669,0.97,0.494,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,CHIMBETA,245.2,5,2011,5,2011,47,20,0.4255,1,Microscopy,1078.86,0.669,0.97,0.494,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,CHIMWALIRA,419.93,5,2011,5,2011,53,27,0.5094,1,Microscopy,1078.86,0.595,0.872,0.231,0,0.959,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,JENALA,394.77,5,2011,5,2011,59,26,0.4407,1,Microscopy,1078.86,0.62,0.905,0.345,0,0.961,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,KASIMU,239.15,5,2011,5,2011,61,28,0.459,1,Microscopy,1078.86,0.78,0.997,0.69,0,0.981,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,KAYERAMADZI,336.23,5,2011,5,2011,57,32,0.5614,1,Microscopy,1078.86,0.669,0.97,0.494,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,KHULUVI,274.78,5,2011,5,2011,48,21,0.4375,1,Microscopy,1078.86,0.669,0.97,0.494,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MACHERENI,308.01,5,2011,5,2011,55,39,0.7091,1,Microscopy,1078.86,0.595,0.872,0.231,0,0.959,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MAKOKA,434.63,5,2011,5,2011,45,24,0.5333,1,Microscopy,1078.86,0.394,0.69,0,0,0.931,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MALONJE,322.51,5,2011,5,2011,44,26,0.5909,1,Microscopy,1078.86,0.595,0.872,0.231,0,0.959,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MATEKETA,340.52,5,2011,5,2011,37,20,0.5405,1,Microscopy,1078.86,0.669,0.97,0.494,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MPACHIKA,267.59,5,2011,5,2011,59,40,0.678,1,Microscopy,1078.86,0.669,0.943,0.368,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MPANDA,293.32,5,2011,5,2011,58,38,0.6552,1,Microscopy,1078.86,0.669,0.97,0.494,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MTANGATANGA,315.27,5,2011,5,2011,53,37,0.6981,1,Microscopy,1078.86,0.669,0.943,0.368,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MTIMAWOYERA,424.61,5,2011,5,2011,60,35,0.5833,1,Microscopy,1078.86,0.595,0.872,0.231,0,0.959,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
Malawi,Africa,MULINGA,314.35,5,2011,5,2011,49,33,0.6735,1,Microscopy,1078.86,0.669,0.97,0.494,0,0.968,NA,7880,The High Burden of Malaria in Primary School Children in Southern Malawi.,"Mathanga, DP, Halliday, KE, Jawati, M, Verney, A, Bauleni, A, Sande, J, Ali, D, Jones, R, Witek-McManus, S, Roschnik, N and Brooker, SJ (2015).  <b>The High Burden of Malaria in Primary School Children in Southern Malawi.</b> <i>The American journal of tropical medicine and hygiene</i>, <b>93</b>(4):779-89",NA,,
